PLAYER,FIRST_NAME,LAST_NAME,POS,YEAR,RNK,STAR,247_SCORE,COLLEGE,CITY,STATE,LAT,LNG,HIGH_SCHOOL
Carl Davis,Carl,Davis,DT,2010,896,3,0.8559,Iowa,Sterling Heights,MI,42.5803122,-83.0302033,Stevenson
Terence Thomas,Terence,Thomas,OT,2008,1105,3,0.8226,Washington,Caldwell,ID,43.6678736,-116.6894156,Caldwell Senior
Van Drumgoole,Van,Drumgoole,WR,2008,2126,2,0.7,Boise State,Caldwell,ID,43.6678736,-116.6894156,Vallivue
Colter Phillips,Colter,Phillips,TE,2008,1107,3,0.8226,Virginia,Rockville,MD,39.0840054,-77.1527573,Georgetown Preparatory School
Stephane Ngoumou,Stephane,Ngoumou,WR,2009,1500,3,0.8111,Iowa,Rockville,MD,39.0840054,-77.1527573,Thomas S. Wootton
Paul Phillips,Paul,Phillips,TE,2010,1224,3,0.8448,Indiana,Rockville,MD,39.0840054,-77.1527573,Georgetown Preparatory School
Julian Green,Julian,Green,OG,2010,2341,2,0.7667,Miami (OH),Rockville,MD,39.0840054,-77.1527573,Georgetown Preparatory School
Crusoe Gongbay,Crusoe,Gongbay,RB,2011,2197,2,0.7382,New Mexico,Rockville,MD,39.0840054,-77.1527573,Rockville
Mike Boland,Mike,Boland,OT,2012,2318,2,0.7667,NoCollege,Rockville,MD,39.0840054,-77.1527573,Georgetown Preparatory School
Dominic Bryan,Dominic,Bryan,RB,2012,2368,2,0.7667,NoCollege,Rockville,MD,39.0840054,-77.1527573,Georgetown Preparatory School
Nicholas Sliger,Nicholas,Sliger,DT,2008,1109,3,0.8226,Indiana,Arcadia,IN,40.1758704,-86.0216521,Hamilton Heights
Chad Sherer,Chad,Sherer,RB,2008,1420,2,0.7889,Indiana,Arcadia,IN,40.1758704,-86.0216521,Hamilton Heights
Terrance Dailey,Terrance,Dailey,RB,2008,1113,3,0.8226,Washington,Vacaville,CA,38.3565773,-121.9877444,Vacaville
Josh Kaddu,Josh,Kaddu,WDE,2008,1607,2,0.7667,Oregon,Vacaville,CA,38.3565773,-121.9877444,Vacaville
Brock Hekking,Brock,Hekking,WDE,2010,2160,2,0.7667,Nevada,Vacaville,CA,38.3565773,-121.9877444,Vacaville
Brian Clay,Brian,Clay,CB,2011,1791,2,0.7667,Hawaii,Vacaville,CA,38.3565773,-121.9877444,Will C. Wood
Johnny Schupp,Johnny,Schupp,TE,2012,2845,2,0.7333,Colorado State,Vacaville,CA,38.3565773,-121.9877444,Vacaville
Garry Gilliam,Garry,Gilliam,TE,2008,1114,3,0.8222,Penn State,Carlisle,PA,40.201824,-77.1893888,Milton Hershey School
David Stevens,David,Stevens,TE,2008,1116,3,0.8212,Syracuse,Millburn,NJ,40.7244443,-74.3069069,Millburn
DeAndre Preaster,DeAndre,Preaster,ATH,2008,1121,3,0.8212,Syracuse,Utica,NY,43.1009031,-75.2326641,Thomas R Proctor
Derricus Ellis,Derricus,Ellis,WDE,2008,1130,3,0.8194,Wake Forest,Rome,GA,34.257038,-85.1646726,Darlington School
Reggie Whatley,Reggie,Whatley,ATH,2010,2397,2,0.7444,Middle Tennessee State,Rome,GA,34.257038,-85.1646726,Rome
Michael Bryant,Michael,Bryant,OT,2008,1132,3,0.8194,Vanderbilt,LaVergne,TN,35.99784665,-86.59496163,LaVergne
Collins Ukwu,Collins,Ukwu,SDE,2008,1424,2,0.7889,Kentucky,LaVergne,TN,35.99784665,-86.59496163,LaVergne
Logan Pegram,Logan,Pegram,OG,2008,1134,3,0.8194,Northern Illinois,Silver Lake,KS,39.104166,-95.858598,Silver Lake Jr-sr
Devin Taylor,Devin,Taylor,WDE,2008,1139,3,0.8188,South Carolina,Beaufort,SC,32.4315813,-80.6698286,Battery Creek
Duane Chisolm,Duane,Chisolm,SDE,2009,532,3,0.8715,South Carolina,Beaufort,SC,32.4315813,-80.6698286,Beaufort Christian School
Ricky Chaney,Ricky,Chaney,S,2010,1638,3,0.8222,Clemson,Beaufort,SC,32.4315813,-80.6698286,Battery Creek
Colin Lyons,Colin,Lyons,OG,2008,1140,3,0.8188,Oregon State,Fair Oaks,CA,39.3784978,-123.3413984,Del Campo
Eddie Plantaric,Eddie,Plantaric,SDE,2010,632,3,0.867,Stanford,Fair Oaks,CA,39.3784978,-123.3413984,Del Campo
Darrell Greene,Darrell,Greene,OT,2011,2046,2,0.7593,San Diego State,Fair Oaks,CA,39.3784978,-123.3413984,Freedom Christian School
Tony Wilson,Tony,Wilson,ILB,2008,1145,3,0.8181,Oregon State,Salem,OR,44.9391565,-123.033121,Sprague
Jordan Bishop,Jordan,Bishop,WR,2008,1934,2,0.7444,Oregon State,Salem,OR,44.9391565,-123.033121,West Salem
Brett Smith,Brett,Smith,PRO,2011,2249,2,0.7333,Wyoming,Salem,OR,44.9391565,-123.033121,West Salem
Ian Silbernagel,Ian,Silbernagel,WR,2011,2358,2,0.7333,Idaho,Salem,OR,44.9391565,-123.033121,Mckay
Junior Espitia,Junior,Espitia,FB,2012,1455,3,0.8146,California,Salem,OR,44.9391565,-123.033121,South Salem
Lochlin Deeks,Lochlin,Deeks,OG,2012,1897,2,0.7898,Air Force,Salem,OR,44.9391565,-123.033121,West Salem
Kendall Dangerfield,Kendall,Dangerfield,DT,2008,1151,3,0.8177,Middle Tennessee State,Pulaski,TN,35.1998023,-87.0308412,Giles County
Bo Wallace,Bo,Wallace,PRO,2010,1812,3,0.8111,Arkansas State,Pulaski,TN,35.1998023,-87.0308412,Giles County
Marc Damisch,Marc,Damisch,OT,2008,1161,3,0.8163,Indiana,Buffalo Grove,IL,41.9811409,-89.5951117,Buffalo Grove
Alan Baxter,Alan,Baxter,DT,2009,1843,2,0.7722,Northern Illinois,Buffalo Grove,IL,41.9811409,-89.5951117,Buffalo Grove
Kevin Tennenbaum,Kevin,Tennenbaum,TE,2011,2659,2,0.7,Northern Illinois,Buffalo Grove,IL,41.9811409,-89.5951117,Buffalo Grove
Erik Quinones,Erik,Quinones,OG,2008,1167,3,0.8163,San Diego State,Lake Elsinore,CA,33.6680772,-117.3272615,Temescal Canyon
Jerome Williams,Jerome,Williams,SDE,2008,1171,3,0.8149,Connecticut,Riverside,NJ,40.5098259,-74.7840518,Holy Cross
Mark Singer,Mark,Singer,S,2008,1994,2,0.7222,Toledo,Riverside,NJ,40.5098259,-74.7840518,Holy Cross
Kevin Miller,Kevin,Miller,SDE,2011,1477,3,0.7993,UCF,Riverside,NJ,40.5098259,-74.7840518,Holy Cross
Brendan Kelly,Brendan,Kelly,TE,2008,1175,3,0.8146,UCF,Shoreham,NY,40.9573208,-72.9076025,Shoreham-Wading River
Derrick Lykes,Derrick,Lykes,SDE,2008,1178,3,0.8146,Auburn,Clanton,AL,32.8387371,-86.6294262,Chilton Co Sch
Malcolm Willis,Malcolm,Willis,S,2008,1180,3,0.8146,Penn State,Marbury,MD,38.5753971,-77.1555344,Henry E. Lackey
Mitch Zajac,Mitch,Zajac,ILB,2008,1183,3,0.8132,Western Michigan,Holt,MI,42.636551,-84.52252712,Holt Senior
Ben Steward,Ben,Steward,OT,2012,2009,2,0.7822,Bowling Green,Holt,MI,42.636551,-84.52252712,Holt Senior
Carl Cutler,Carl,Cutler,TE,2008,1187,3,0.8132,Syracuse,Hanover,NH,43.703622,-72.288666,Hanover
Gavin Roberts,Gavin,Roberts,ATH,2008,1189,3,0.8118,Purdue,Somerset,NJ,40.5675084,-74.6189556,Franklin Twp
Kye Morgan,Kye,Morgan,RB,2012,1091,3,0.8371,Virginia,Somerset,NJ,40.5675084,-74.6189556,Franklin Twp
Carlton Agudosi,Carlton,Agudosi,WR,2012,1188,3,0.8317,Rutgers,Somerset,NJ,40.5675084,-74.6189556,Franklin Twp
Micah Kreikemeier,Micah,Kreikemeier,OLB,2008,1196,3,0.8115,Nebraska,West Point,NE,41.8416659,-96.7086432,Central Catholic
Colt Nichter,Colt,Nichter,DT,2008,1197,3,0.8115,Vanderbilt,Park City,UT,40.6460635,-111.4979741,Park City
Trenton Robinson,Trenton,Robinson,S,2008,1198,3,0.8113,Michigan State,Bay City,MI,43.5944677,-83.8888648,Bay City Central
Kevin Kroboth,Kevin,Kroboth,ATH,2008,1201,3,0.8111,Temple,Nazareth,PA,40.7423309,-75.3112095,Nazareth
Jon Teague,Jon,Teague,K,2008,1202,3,0.8111,Navy,Newton,NC,35.6636317,-81.2216854,Fred T Foard
Tanner Fleming,Tanner,Fleming,OG,2012,1773,3,0.7968,Air Force,Newton,NC,35.6636317,-81.2216854,Fred T Foard
Jerry Kelly,Jerry,Kelly,RB,2008,1207,3,0.8111,Boston College,Fairmont,WV,39.4850848,-80.1425781,Fairmont
Logan Moore,Logan,Moore,DUAL,2010,2445,2,0.7333,Fairmont State,Fairmont,WV,39.4850848,-80.1425781,Fairmont
Devon Watkis,Devon,Watkis,OT,2008,1211,3,0.8111,Rutgers,Middle Island,NY,40.6220596,-73.5185421,Longwood
Omari Palmer,Omari,Palmer,OG,2012,2155,2,0.7724,Syracuse,Middle Island,NY,40.6220596,-73.5185421,Longwood
Rashad Fields,Rashad,Fields,S,2008,1214,3,0.8111,Arkansas State,Caruthersville,MO,36.1931245,-89.6556353,Caruthersville
Colin Kelly,Colin,Kelly,OT,2008,1221,3,0.8111,Oregon State,Kelso,WA,46.1420334,-122.9060318,Kelso
Taylor Wyndham,Taylor,Wyndham,WDE,2008,1223,3,0.8111,Kentucky,Swansea,SC,33.7382088,-81.0978734,Swansea Hi
John Deyo,John,Deyo,OT,2008,1224,3,0.8111,Michigan State,Richland,MI,42.3761504,-85.4550054,Gull Lake
Brandon Jones,Brandon,Jones,WR,2008,1230,3,0.8111,Rutgers,Atco,NJ,39.769838,-74.8873855,Winslow Twp
Keith Robinson,Keith,Robinson,APB,2008,1281,3,0.8111,SMU,Atco,NJ,39.769838,-74.8873855,Winslow Twp
Reuben Johnson,Reuben,Johnson,CB,2009,318,4,0.8909,Cincinnati,Atco,NJ,39.769838,-74.8873855,Winslow Twp
Ka'lial Glaud,Ka'lial,Glaud,ATH,2009,1042,3,0.8448,Rutgers,Atco,NJ,39.769838,-74.8873855,Winslow Twp
Bill Belton,Bill,Belton,ATH,2011,148,4,0.9297,Penn State,Atco,NJ,39.769838,-74.8873855,Winslow Twp
DeVante Waugh,DeVante,Waugh,WR,2011,1569,2,0.7883,NoCollege,Atco,NJ,39.769838,-74.8873855,Winslow Twp
Raymond Rodriguez,Raymond,Rodriguez,ATH,2008,1242,3,0.8111,San Jose State,Hacienda Heights,CA,33.9930677,-117.9686755,Los Altos
Mitch Straight,Mitch,Straight,OT,2008,1244,3,0.8111,Akron,Norristown,PA,40.121497,-75.3399048,Eisenhower Ms
Anthony Robey,Anthony,Robey,CB,2010,1926,3,0.8052,Temple,Norristown,PA,40.121497,-75.3399048,Norristown Area
Brandon Shippen,Brandon,Shippen,CB,2012,2206,2,0.7682,Temple,Norristown,PA,40.121497,-75.3399048,Norristown Area
Jordan Miller,Jordan,Miller,PRO,2008,1245,3,0.8111,Akron,New Philadelphia,OH,40.4897871,-81.4456706,New Philadelphia
Ryan Fowler,Ryan,Fowler,K,2008,1246,3,0.8111,Vanderbilt,Taylors,SC,34.9203946,-82.2962269,Eastside Hi
Javaris Brown,Javaris,Brown,WR,2008,1253,3,0.8111,Virginia,Macon,GA,32.8406946,-83.6324022,Northeast
Julian Burnett,Julian,Burnett,ILB,2009,1303,3,0.8306,Georgia Tech,Macon,GA,32.8406946,-83.6324022,Westside
D.J. Green,D.J.,Green,S,2010,286,4,0.8995,N.C. State,Macon,GA,32.8406946,-83.6324022,Westside
DeAndre Smelter,DeAndre,Smelter,ATH,2010,728,3,0.8622,Georgia Tech,Macon,GA,32.8406946,-83.6324022,Tattnall Square Academy
Ronald Carswell,Ronald,Carswell,WR,2011,490,3,0.8631,Alabama,Macon,GA,32.8406946,-83.6324022,Westside
Rob Lohr,Rob,Lohr,ATH,2008,1255,3,0.8111,Vanderbilt,Phoenixville,PA,40.1303822,-75.5149128,Phoenixville Area
Jimmy Howell,Jimmy,Howell,P,2008,1258,3,0.8111,Virginia,Florence,SC,34.1984435,-79.7671658,West Florence
Malliciah Goodman,Malliciah,Goodman,SDE,2009,61,4,0.97,Clemson,Florence,SC,34.1984435,-79.7671658,West Florence
Avery Murray,Avery,Murray,ILB,2009,942,3,0.851,Maryland,Florence,SC,34.1984435,-79.7671658,West Florence
John Coleman,John,Coleman,OT,2009,1189,3,0.8368,Duke,Florence,SC,34.1984435,-79.7671658,West Florence
Sydney Sarmiento,Sydney,Sarmiento,SDE,2009,1447,3,0.8146,Duke,Florence,SC,34.1984435,-79.7671658,West Florence
Alex Howell,Alex,Howell,K,2011,1443,3,0.8021,Boston College,Florence,SC,34.1984435,-79.7671658,West Florence
Dwayne Gunn,Dwayne,Gunn,OLB,2012,2733,2,0.7398,NoCollege,Florence,SC,34.1984435,-79.7671658,West Florence
Trevardo Williams,Trevardo,Williams,SDE,2008,1263,3,0.8111,Connecticut,Bridgeport,CT,41.1670412,-73.2048348,Central
Keith Carlos,Keith,Carlos,WR,2009,2005,2,0.7667,Purdue,Bridgeport,CT,41.1670412,-73.2048348,Bassick
Dominick LeGrande,Dominick,LeGrande,ATH,2008,1268,3,0.8111,Boston College,Staten Island,NY,40.5834557,-74.1496048,Curtis
Torian Phillips,Torian,Phillips,S,2009,1814,2,0.7833,Syracuse,Staten Island,NY,40.5834557,-74.1496048,Port Richmond
Dominique Easley,Dominique,Easley,DT,2010,4,5,0.9978,Florida,Staten Island,NY,40.5834557,-74.1496048,Curtis
Lyle McCombs,Lyle,McCombs,RB,2010,2020,2,0.7889,Connecticut,Staten Island,NY,40.5834557,-74.1496048,St Joseph Hill Academy
Marvin Staten,Marvin,Staten,RB,2010,2211,2,0.7667,Akron,Staten Island,NY,40.5834557,-74.1496048,Tottenville
Shaquan Coles,Shaquan,Coles,APB,2011,1732,2,0.7699,NoCollege,Staten Island,NY,40.5834557,-74.1496048,Curtis
Alvin Cornelius,Alvin,Cornelius,WR,2012,1529,3,0.8109,Syracuse,Staten Island,NY,40.5834557,-74.1496048,Tottenville
Monroe Brooks,Monroe,Brooks,DT,2008,1269,3,0.8111,Purdue,Palatine,IL,42.1105779,-88.0336888,Palatine
Christian Lombard,Christian,Lombard,OG,2010,178,4,0.9233,Notre Dame,Palatine,IL,42.1105779,-88.0336888,Palatine
Brian Bobek,Brian,Bobek,OC,2011,200,4,0.9106,Ohio State,Palatine,IL,42.1105779,-88.0336888,Fremd
Jack Konopka,Jack,Konopka,OT,2011,498,3,0.8625,Northwestern,Palatine,IL,42.1105779,-88.0336888,Fremd
Carson Anderson,Carson,Anderson,OG,2008,1275,3,0.8111,Tennessee,Florence,AL,34.79981,-87.677251,Florence
Shawn Southward,Shawn,Southward,APB,2009,893,3,0.8528,Troy,Florence,AL,34.79981,-87.677251,Florence
Chris Hawkins,Chris,Hawkins,OG,2010,2403,2,0.7444,Troy,Florence,AL,34.79981,-87.677251,Florence
Beniquez Brown,Beniquez,Brown,OLB,2012,239,4,0.9154,Mississippi State,Florence,AL,34.79981,-87.677251,Florence
Kivon Coman,Kivon,Coman,ATH,2012,1148,3,0.8335,Mississippi State,Florence,AL,34.79981,-87.677251,Florence
E.J. Epperson,E.J.,Epperson,TE,2008,1284,3,0.8111,Ole Miss,Humboldt,TN,35.8197917,-88.9158953,Humboldt
Tevin Bryson,Tevin,Bryson,DT,2012,1201,3,0.8307,Arkansas State,Humboldt,TN,35.8197917,-88.9158953,Humboldt
Joey Madsen,Joey,Madsen,OG,2008,1285,3,0.8111,West Virginia,Chardon,OH,41.582466,-81.20334,Chardon
Bryan Schroeder,Bryan,Schroeder,RB,2008,1293,3,0.8101,Central Michigan,Ramsey,IN,39.972373,-123.4472431,North Harrison
H.R. Greer,H.R.,Greer,FB,2008,1298,3,0.8083,Ole Miss,Southaven,MS,34.9889818,-90.0125913,Southern Baptist Educ Center
Chris Schuetz,Chris,Schuetz,OG,2010,2167,2,0.7667,Memphis,Southaven,MS,34.9889818,-90.0125913,Southaven
Steven Ingram,Steven,Ingram,DT,2010,2332,2,0.7667,Duke,Southaven,MS,34.9889818,-90.0125913,Southaven
Christian Schuetz,Christian,Schuetz,OG,2010,2372,2,0.7667,Memphis,Southaven,MS,34.9889818,-90.0125913,Southaven
Domonique Harris,Domonique,Harris,DUAL,2011,1561,2,0.7891,Memphis,Southaven,MS,34.9889818,-90.0125913,Southaven
Avery Gennesy,Avery,Gennesy,OT,2012,2046,2,0.7791,NoCollege,Southaven,MS,34.9889818,-90.0125913,Southaven
Greg Sims,Greg,Sims,CB,2012,2635,2,0.7498,NoCollege,Southaven,MS,34.9889818,-90.0125913,Southaven
Marvon Sanders,Marvon,Sanders,WR,2008,1300,3,0.8083,Eastern Michigan,Ypsilanti,MI,42.2410562,-83.613055,Ypsilanti
Donald Spencer,Donald,Spencer,WR,2009,344,3,0.8875,Michigan State,Ypsilanti,MI,42.2410562,-83.613055,Ypsilanti
Ethan Douglas,Ethan,Douglas,OT,2008,1306,3,0.8069,Kansas State,Basehor,KS,39.1416692,-94.9385763,Basehor-Linwood
John Calhoun,John,Calhoun,ATH,2008,1315,3,0.8052,Miami,Sebastian,FL,27.816415,-80.4706078,Sebastian River
Andre Pound,Andre,Pound,OG,2008,2117,2,0.7,FIU,Sebastian,FL,27.816415,-80.4706078,Sebastian River
Cortez Ash,Cortez,Ash,S,2010,2203,2,0.7667,Florida Atlantic,Sebastian,FL,27.816415,-80.4706078,Sebastian River
Stephan Clark,Stephan,Clark,WR,2011,2587,2,0.7332,Florida Atlantic,Sebastian,FL,27.816415,-80.4706078,Sebastian River
Josh Jordan,Josh,Jordan,PRO,2008,1321,3,0.8035,East Carolina,Saint Amant,LA,30.2246409,-90.868986,St. Amant
Marvin Martin Jr.,Marvin,Martin Jr.,OG,2010,2438,2,0.7333,Louisiana-Lafayette,Saint Amant,LA,30.2246409,-90.868986,St. Amant
Justin Manton,Justin,Manton,K,2011,2546,2,0.7333,Louisiana-Monroe,Saint Amant,LA,30.2246409,-90.868986,St. Amant
Johnny Thompson,Johnny,Thompson,OLB,2008,1323,3,0.8021,Troy,Valley,AL,32.8187406,-85.1793852,Valley HS
Johnny Thompson,Johnny,Thompson,OLB,2009,1851,2,0.7688,Troy,Valley,AL,32.8187406,-85.1793852,Acts Academy
Erique Florence,Erique,Florence,S,2011,75,4,0.9627,Auburn,Valley,AL,32.8187406,-85.1793852,Valley HS
DeVonta Staples,DeVonta,Staples,S,2012,2310,2,0.7667,South Alabama,Valley,AL,32.8187406,-85.1793852,Valley HS
Brad Marboe,Brad,Marboe,OLB,2008,1324,3,0.8021,Idaho,Idaho Falls,ID,43.4935245,-112.0400919,Idaho Falls Senior
Marcus Poling,Marcus,Poling,ATH,2011,1959,2,0.7667,Army,Idaho Falls,ID,43.4935245,-112.0400919,Idaho Falls Senior
Ian Allport,Ian,Allport,OT,2008,1326,3,0.8021,Syracuse,Pulaski,NY,43.567014,-76.127703,Pulaski Junior-senior
Ryan Sedlacek,Ryan,Sedlacek,OG,2008,1329,3,0.8021,Illinois,Westport,CT,41.1414855,-73.3578955,Staples
Robert Rowe,Robert,Rowe,DUAL,2008,1331,3,0.8021,UNLV,Marana,AZ,32.4446988,-111.2157091,Marana
Jesse Backerman,Jesse,Backerman,SDE,2008,1742,2,0.7667,UNLV,Marana,AZ,32.4446988,-111.2157091,Marana
Rob Andrews,Rob,Andrews,ILB,2008,1332,3,0.8021,San Diego State,Pleasanton,CA,37.6624312,-121.8746789,Foothill
Sean Mannion,Sean,Mannion,PRO,2010,335,4,0.8907,Oregon State,Pleasanton,CA,37.6624312,-121.8746789,Foothill
John Burrow,John,Burrow,WDE,2008,1337,3,0.8009,Vanderbilt,Morris,AL,33.7481576,-86.8086048,Mortimer Jordan
C.J. Wilson,C.J.,Wilson,ATH,2008,1343,3,0.8003,N.C. State,Lincolnton,NC,35.473745,-81.2545251,Lincolnton
Dee Littlejohn,Dee,Littlejohn,FB,2012,2181,2,0.7698,Gardner-Webb,Lincolnton,NC,35.473745,-81.2545251,Lincolnton
Anthony Garner,Anthony,Garner,DT,2008,1345,3,0.8003,East Carolina,Siler City,NC,35.7234734,-79.4622431,Jordan Matthews
Marques Parker,Marques,Parker,WR,2008,1346,3,0.8,TCU,Buffalo Center,IA,43.3857909,-93.9466193,North Iowa
Kevin Sabock,Kevin,Sabock,OLB,2008,1350,3,0.799,Northern Illinois,Sycamore,IL,41.9889173,-88.6867538,Sycamore
Marckie Hayes,Marckie,Hayes,CB,2010,2172,2,0.7667,Northern Illinois,Sycamore,IL,41.9889173,-88.6867538,Sycamore
C.J. Compher,C.J.,Compher,TE,2010,2217,2,0.7667,Northern Illinois,Sycamore,IL,41.9889173,-88.6867538,Sycamore
Adam Follett,Adam,Follett,PRO,2008,1351,3,0.799,Indiana,Caledonia,MI,42.7891193,-85.5163391,Caledonia
Marc Stevens,Marc,Stevens,OT,2008,1354,3,0.799,Bowling Green,Mansfield,OH,40.75839,-82.5154471,Lexington
Courtney Avery,Courtney,Avery,CB,2010,1344,3,0.8385,Michigan,Mansfield,OH,40.75839,-82.5154471,Lexington
Shaquille Jefferson,Shaquille,Jefferson,S,2010,1859,3,0.8111,Indiana,Mansfield,OH,40.75839,-82.5154471,Lexington
Tanner Kearns,Tanner,Kearns,TE,2012,883,3,0.8489,Indiana,Mansfield,OH,40.75839,-82.5154471,Lexington
Collin Michael,Collin,Michael,PRO,2012,1628,3,0.8055,Buffalo,Mansfield,OH,40.75839,-82.5154471,Lexington
Tyler Jackman,Tyler,Jackman,S,2012,2406,2,0.7667,Youngstown State,Mansfield,OH,40.75839,-82.5154471,Lexington
Myles White,Myles,White,WR,2008,1357,3,0.7972,Michigan State,Livonia,MI,42.36837,-83.3527097,Stevenson
Jeremy Gainer,Jeremy,Gainer,OLB,2009,445,3,0.8781,Michigan State,Livonia,MI,42.36837,-83.3527097,Clarenceville
Austin White,Austin,White,APB,2010,1172,3,0.8462,Michigan,Livonia,MI,42.36837,-83.3527097,Stevenson
Charlie Walker,Charlie,Walker,ILB,2010,1418,3,0.8333,Bowling Green,Livonia,MI,42.36837,-83.3527097,Stevenson
Marcus Beaurem,Marcus,Beaurem,WR,2010,1847,3,0.8111,Bowling Green,Livonia,MI,42.36837,-83.3527097,Stevenson
Kevin D'Arcy,Kevin,D'Arcy,OT,2012,2012,2,0.7816,Central Michigan,Livonia,MI,42.36837,-83.3527097,Stevenson
Jamie Hatten,Jamie,Hatten,TE,2008,1368,2,0.7941,Marshall,Hendersonville,NC,35.3187279,-82.4609528,Hendersonville
Isaiah Frey,Isaiah,Frey,S,2008,1369,2,0.7941,Nevada,Carmichael,CA,38.62709845,-121.3222422,Jesuit
Austin Holtz,Austin,Holtz,OT,2008,1372,2,0.7927,Ball State,Holton,MI,43.4133486,-86.0795043,Holton
Kenny Rogers,Kenny,Rogers,OT,2011,2073,2,0.7582,Central Michigan,Holton,MI,43.4133486,-86.0795043,Holton
Ben Durbin,Ben,Durbin,OLB,2008,1386,2,0.7896,Wyoming,Gilbert,IA,42.1069288,-93.6496628,Gilbert
Antonio Hoskins,Antonio,Hoskins,OLB,2008,1388,2,0.7892,Mississippi State,Water Valley,MS,34.1514989,-89.6314736,Water Valley
Eric Buckley,Eric,Buckley,S,2011,2204,2,0.7333,Louisiana-Lafayette,Water Valley,MS,34.1514989,-89.6314736,Water Valley
Chantz Staden,Chantz,Staden,APB,2008,1390,2,0.7889,Washington State,Cupertino,CA,37.3230107,-122.0322519,Cupertino
Jeff Lockie,Jeff,Lockie,DUAL,2012,741,3,0.8601,Oregon,Cupertino,CA,37.3230107,-122.0322519,Monte Vista
Maurice White,Maurice,White,WDE,2008,1402,2,0.7889,Tulsa,Midwest,WY,43.411391,-106.280075,Midwest School
Forrest Rucker,Forrest,Rucker,WR,2008,1404,2,0.7889,North Texas,Hearne,TX,30.8843801,-96.5971939,Hearne
Danny Trevathan,Danny,Trevathan,ILB,2008,1406,2,0.7889,Kentucky,Leesburg,FL,28.810823,-81.8778582,Leesburg
Noor Davis,Noor,Davis,OLB,2012,58,4,0.9729,Stanford,Leesburg,FL,28.810823,-81.8778582,Leesburg
D'Mauri Jones,D'Mauri,Jones,WR,2012,825,3,0.8531,Miami,Leesburg,FL,28.810823,-81.8778582,Leesburg
Jim Downs,Jim,Downs,OT,2008,1407,2,0.7889,Wyoming,Glenrock,WY,42.861179,-105.872532,Glenrock
Ramon Judkins,Ramon,Judkins,RB,2008,1412,2,0.7889,San Diego State,Beverly Hills,CA,34.0736204,-118.4003563,Beverly Hills
Dominque Sandifer,Dominque,Sandifer,WR,2008,1667,2,0.7667,San Diego State,Beverly Hills,CA,34.0736204,-118.4003563,Beverly Hills
Greg Townsend Jr.,Greg,Townsend Jr.,SDE,2011,34,4,0.9802,USC,Beverly Hills,CA,34.0736204,-118.4003563,Beverly Hills
Cameron Countryman,Cameron,Countryman,WR,2012,1493,3,0.8121,Pennsylvania,Beverly Hills,CA,34.0736204,-118.4003563,Beverly Hills
Torlan Pittman,Torlan,Pittman,DT,2008,1415,2,0.7889,SMU,Bryan,TX,30.6580876,-96.35277742,Bryan
Fono Vakalahi,Fono,Vakalahi,OC,2009,1229,3,0.8333,Brigham Young,Bryan,TX,30.6580876,-96.35277742,Bryan
Monterell Washington,Monterell,Washington,RB,2009,1910,2,0.7667,Louisiana-Monroe,Bryan,TX,30.6580876,-96.35277742,Bryan
Joseph Bryant,Joseph,Bryant,ATH,2011,853,3,0.8429,Utah,Bryan,TX,30.6580876,-96.35277742,Bryan
Timothy Hines,Timothy,Hines,OG,2012,423,3,0.8845,NoCollege,Bryan,TX,30.6580876,-96.35277742,Bryan
David Wilganowski,David,Wilganowski,WDE,2012,1723,3,0.8003,Rice,Bryan,TX,30.6580876,-96.35277742,Bryan
Joe Duhon,Joe,Duhon,OG,2008,1418,2,0.7889,Southern Miss,Lake Charles,LA,30.2265949,-93.2173759,Washington-Marion
Nathan Austin,Nathan,Austin,RB,2008,1956,2,0.7424,Tulane,Lake Charles,LA,30.2265949,-93.2173759,Barbe
Troy Wainwright,Troy,Wainwright,TE,2008,2121,2,0.7,Tulane,Lake Charles,LA,30.2265949,-93.2173759,Barbe
Justin Moreaux,Justin,Moreaux,WR,2008,2124,2,0.7,TCU,Lake Charles,LA,30.2265949,-93.2173759,St Louis Catholic
Janzen Jackson,Janzen,Jackson,S,2009,62,4,0.9697,Tennessee,Lake Charles,LA,30.2265949,-93.2173759,Barbe
E.J. Celestie,E.J.,Celestie,WR,2009,834,3,0.8556,Texas Tech,Lake Charles,LA,30.2265949,-93.2173759,Barbe
Zachary Morgan,Zachary,Morgan,OG,2009,1703,2,0.7889,Tulane,Lake Charles,LA,30.2265949,-93.2173759,Sam Houston
Logan Hamilton,Logan,Hamilton,ILB,2010,2308,2,0.7667,Tulane,Lake Charles,LA,30.2265949,-93.2173759,Barbe
Dustin White,Dustin,White,TE,2010,2310,2,0.7667,Miami (OH),Lake Charles,LA,30.2265949,-93.2173759,Barbe
Kris Albarado,Kris,Albarado,P,2011,1555,2,0.7898,USC,Lake Charles,LA,30.2265949,-93.2173759,St Louis Catholic
Alex Stuart,Alex,Stuart,OG,2008,1419,2,0.7889,Middle Tennessee State,Oak Ridge,TN,36.0103562,-84.2696449,Oak Ridge
DaMarcus Rogers,DaMarcus,Rogers,ATH,2009,2212,2,0.7,New Mexico,Oak Ridge,TN,36.0103562,-84.2696449,Oak Ridge
Jose Valedon,Jose,Valedon,OG,2011,1759,2,0.7682,Vanderbilt,Oak Ridge,TN,36.0103562,-84.2696449,Oak Ridge
